"Id","poradi","obdobi","datum","schuze","url","cisloHlasovani","celeJmeno","narozeni","HsProcessType","OsobaId","funkce","tema","text","pocetSlov","politiciZminky","temata"
2021_6_00773,773,2021,2022-01-25,6,http://www.psp.cz/eknih/2021ps/stenprot/006schuz/s006200.htm,,Jana Mračková Vildumetzová,,person,jana-mrackova-vildumetzova,Místopředsedkyně PSP,68. Žádost vlády České republiky o&nbsp;vyslovení důvěry,"Paní poslankyně, děkuji za dodržení času. V tuto chvíli nevidím žádnou další faktickou poznámku, proto se vracíme do obecné rozpravy, do které je řádně přihlášen pan poslanec Viktor Vojtko. Poprosím pana poslance, aby přišel k řečnickému pultu. Pane poslanče, v tuto chvíli vám předávám slovo.
",45,
2021_6_00784,784,2021,2022-01-25,6,http://www.psp.cz/eknih/2021ps/stenprot/006schuz/s006203.htm,,Jana Mračková Vildumetzová,,person,jana-mrackova-vildumetzova,Místopředsedkyně PSP,68. Žádost vlády České republiky o&nbsp;vyslovení důvěry,"I já děkuji za dodržení času. Nikoho dalšího tady s faktickou poznámkou nemám přihlášeného, takže do řádné rozpravy je přihlášena paní poslankyně Renata Oulehlová. Paní poslankyně, v tuto chvíli vám předávám slovo.
",32,
2021_6_00760,760,2021,2022-01-25,6,http://www.psp.cz/eknih/2021ps/stenprot/006schuz/s006198.htm,,Marie Pošarová,,person,marie-posarova,Poslankyně,68. Žádost vlády České republiky o&nbsp;vyslovení důvěry,"V pořádku. Navrhovaný zákon by neměl platit jen pro současnou situaci, kdy přibývá nakažených koronavirovou variantou omikron. Je to obecný zákon, který může být v budoucnu uplatněn kdykoliv, když bude vyhlášena pandemická pohotovost a ředitelé usoudí, že situace nastala. Školský zákon v současnosti umožňuje ředitelům vyhlásit pět volných dnů za rok, a to ze závažných důvodů, zejména organizačních a technických. Většina jich podle ministerstva tento počet dnů v aktuálním školním roce již využila, nebo si to naplánovala. Hygienická stanice může o uzavření školy rozhodnout při velkém počtu nakažených žáků.
Zákon o mimořádném ředitelském volnu a mimořádné výuce na dálku by měla ředitelům pomoct řešit situace, kdy se v karanténě ocitne větší počet pedagogů. Návrh umožňuje dávat řediteli školy pravomoc v krajních případech vyhlásit mimořádné ředitelské volno nebo mimořádné vzdělávání distančním způsobem v rozsahu až deset dnů v období školního vyučovacího roku v případě, kdy nelze z důvodu karantény, izolace nebo jiných omezení plynoucích z nákazy covid-19 na straně pedagogických pracovníků školy zajistit vzdělávání podle školského zákona. Tento institut dává samozřejmě řediteli možnost mimořádného ředitelského volna a mimořádného distančního vzdělávání a umožňuje flexibilně reagovat na nepříznivou situaci vyvolanou epidemií v krátkém časovém úseku. Jelikož je omezen účel, pro který je možné mimořádné dny volna, resp. mimořádné dny distanční výuky využít, a také rozsah na až deset dní, je tím zajištěno, že se tento institut bude využívat pouze cíleně, a nebude tak docházet k nadměrnému omezování výuky. Děkuji za pozornost.
",238,,
2021_6_00854,854,2021,2022-01-26,6,http://www.psp.cz/eknih/2021ps/stenprot/006schuz/s006217.htm,,Radim Fiala,,person,radim-fiala,Poslanec,61. Návrh na volbu místopředsedy Poslanecké sněmovny,"Děkuji vám, pane předsedající. Z první analýzy, kterou jsme si udělali, je podle nás evidentní, že Česká republika žádný takový panevropský osobní penzijní produkt zatím nepotřebuje a že jde jenom o implementaci zase nějakého nadnárodního práva, nějaké směrnice, která prostě nám dává nějakou možnost. Jsem přesvědčen o tom, že Česká republika potřebuje úplně jiné věci, že potřebuje českou penzijní reformu, která se bude vztahovat na všechny seniory, všechny důchodce a že to je pro nás samozřejmě nejdůležitější věc.
Ale pojďme se podívat, jaký je cíl návrhu tohoto zákona v českém právním řádu. Je to nařízení, to je tady hned ze začátku napsáno. Je to nařízení a má za úkol harmonizovat soubor základních vlastností a to například z hlediska minimálního obsahu smluv investiční politiky, změny poskytovatele či přeshraničního poskytování a přenositelnosti. Přičemž obsahuje několik diskrecí, například v oblasti akumulační fáze, výplatní fáze poplatku, poskytování informací. Nařízení je závazné v celém rozsahu a přímo použitelné ve všech členských státech. Cílem právní úpravy je adaptace právního řádu na uvedené nařízení.
Je to tedy přesně tak, jak jsem řekl. Je to implementace nařízení, kdy my jsme povinni ho implementovat a pokud ho nebudeme implementovat, přestože nám nic nepřináší - jenom jakousi možnost, dokonce ho nehodláme ani zavádět - tak nás to bude stát peníze na pokutách.
Cílem samotného nařízení je pak položit základy pro bezpečnější, nákladově efektivnější a transparentní trh dobrovolných penzijních úspor spravovaných v celoevropském měřítku. Nařízení má také pomoci řešit demografickou krizi, doplnit stávající penzijní produkty a podpořit nákladovou efektivitu osobních penzijních produktů tím, že poskytne vhodné možnosti pro dlouhodobé investice osobních penzí.
Cílem nařízení je dále navýšení kapitálu a jeho nasměrování k evropským dlouhodobým investicím do reálné ekonomiky. Nabídka rozšířené funkce produktu tak, aby měli účastníci prospěch z jednoduchého, bezpečného a nákladově efektivního osobního penzijního produktu a zároveň si mohli vybrat z různých typů poskytovatelů panevropského osobního penzijního produktu a podpora přeshraničního poskytování a přenositelnosti. ***
Neprošlo jazykovou korekturou, neautorizováno !
No já jsem přesvědčen, že tak, jak se tady v tom návrhu zákona říká, že je to jasné, transparentní, že je to v náš prospěch, že je to úžasné a hlavně bezpečné, tak že to jsou všechno vlastnosti, které jsou minimálně diskutovatelné a jsem přesvědčen, že je to napsáno tak, jak když vás nějaká komerční pojišťovna láká, abyste se pojistili právě u ní s tím, že oni jsou ti nejlepší, nejbezpečnější a že když si tam budete spořit, že se vašim úsporám nic nestane. Jde také o to, jakou jsou schopni nám deklarovat bezpečnost tím, že ty peníze, které si tam uspoříte tím panevropským způsobem, budou po nějaké době, po nějaké krizi, ať už finanční, společenské nebo jiné, jestli prostě z té panevropské společnosti budou i nadále dostupné. Otázka bezpečnosti je podle mě minimálně diskutovatelná.
Jaké jsou dopady návrhu tohoto zákona? Nařízení stanoví, že podmínky související s akumulační fází vnitrostátních podúčtů určí členské státy s výjimkou případů, kdy jsou stanoveny v tomto nařízení. Tyto podmínky mohou zahrnovat zejména věkové hranice pro zahájení akumulační fáze, minimální dobu trvání akumulační fáze, maximální a minimální výši příspěvků a jejich kontinuitu. Nařízení tedy dává členským státům prostor k vymezení určitých podmínek pro akumulační fázi produktu, a to i v souvislosti s možnými daňovými incentivy. Případné dopady na státní rozpočet lze tedy očekávat v souvislosti s nastavením podmínek v oblasti daňové podpory, a to z důvodu motivace občanů k odkládání prostředků na stáří. Samotnou poptávku po produktu však nelze v tuto chvíli předjímat. Z toho důvodu tak nelze stanovit žádné kvantifikovatelné odhady těchto dopadů, jinými slovy ani dopady na státní rozpočet nejsou v této zprávě kvantifikované. My nevíme, kolik nás to bude stát. A hlavně taky vůbec nevíme, kolik lidí se nechá na tento panevropský osobní penzijní produkt přesvědčit.
Jaké budou dopady na podnikatelské prostředí? Uvedená právní úprava může mít na podnikatelské prostředí pozitivní dopady ve smyslu nových budoucích obchodních příležitostí pro potenciální poskytovatele. Subjekty, které nebudou mít o poskytování zájem, například z důvodu administrativní náročnosti spojené se změnou poskytovatele nebo s tvorbou a správou vnitrostátních podúčtů, nebudou těmto potenciálním negativním dopadům vystaveny. Menší finanční instituce oprávněné poskytovat tento panevropský osobní penzijní produkt nebudou návrhem zákona znevýhodněny, což je další bod, myslím se, že jeden z mála pozitivních bodů, kdy návrh zákona nemá vůbec žádný dopad na územní samosprávné celky, dokonce ani nemá žádné sociální dopady.
Dopady na spotřebitele. Vzhledem k tomu, že není možné zasahovat do organizace národních penzijních systémů, cílem zavedení panevropského penzijního produktu není nahrazení ani harmonizace stávajících vnitrostátních důchodových systémů jednotlivých členských států. Je zde tedy explicitně napsáno, že je to prostě produkt, který s českým penzijním systémem nemá nic společného, nepomáhá mu, ale ani mu nijak neubližuje, abychom byli korektní, a je to produkt, který zde stojí sám o sobě, to znamená, že ty peníze, které by si čeští daňoví poplatníci nebo senioři spořili, tak by samozřejmě šly někam jinam, než jsou české banky nebo české penzijní fondy, ale akumulovaly by se v nějakém jiném fondu mimo Českou republiku.
Uvedený produkt je navržen tak, aby poskytl účastníkům další možnost při odkládání prostředků na stáří, přičemž může být nabízen širokou škálou finančních institucí. Panevropský penzijní produkt budou nabízet například pojišťovny, banky nebo investiční společnosti, svojí povahou to tedy může být pojistný produkt, vklad nebo investiční produkt. České penzijní společnosti tento projekt nabízet nebudou, protože české doplňkové penzijní spoření není harmonizováno evropským právem. Dopady na spotřebitele tak lze hodnotit pozitivně vzhledem k rozšíření možností spotřebitelů využít variabilitu penzijních produktů.
Pojďme se podívat ještě na obecnou část tohoto zákona. Důvodem pro předložení návrhu zákona je povinnost České republiky, a teď, prosím, poslouchejte, adaptovat český právní řád na nařízení Evropského parlamentu a Rady Evropské unie. To znamená, ještě jednou to přečtu, to je myslím jedna z nejdůležitějších vět tohoto nařízení a směrnice, že důvodem pro předložení návrhu zákona není to, aby zde bylo pro české občany uděláno něco dobrého, aby si mohli spořit na stáří, aby jim někdo garantoval nějakou úložku, kterou budou ve stáří potřebovat a aby věděli, že to bude bezpečně zabezpečeno, ale já tu větu přečtu ještě jednou: Důvodem pro předložení návrhu zákona je povinnost České republiky adaptovat český právní řád na nařízení Evropského parlamentu a Rady Evropské unie. Je to také věta pro novináře, kterou často vystříhávají, vytrhávají z kontextu, kdy prostě - když my to říkáme, že jsme podřízení Evropské unii se vším všudy, že jsme povinni adaptovat a implementovat jejich nařízení a směrnice, protože Evropská unie není žádný stát a nemůže vydávat zákony, vydává jenom nařízení a směrnice a my jsme povinni je implementovat do českého právního řádu - mnohdy ani občané nechápou, že to je prostě povinnost českého parlamentu, která vznikla podpisem Lisabonské smlouvy, kde český právní řád je podřízen právnímu řádu Evropské unie.
Cílem nařízení je pak položit základy pro bezpečnější, nákladově efektivnější a transparentní trh dobrovolných penzijních úspor spravovaný v celoevropském měřítku. Nařízení má také pomoci řešit demografickou krizi, doplnit stávající penzijní produkty a podpořit nákladovou efektivitu osobních penzijních produktů tím, že poskytne vhodné možnosti pro dlouhodobé investice osobních penzí.
Cílem nařízení je dále navýšení kapitálu i jeho nasměrování k evropským dlouhodobým investicím do reálné ekonomiky. To je také důležitá věta. Peníze, které si lidé budou spořit, které budou spořit tímto způsobem, to znamená panevropským osobním penzijním produktem, tak ty půjdou do Evropské unie a budou vlastně sloužit k evropským dlouhodobým investicím do reálné ekonomiky. To znamená budou se dál půjčovat jednotlivým státům, možná s nějakým úrokem, a z toho úroku bude existovat tento panevropský osobní penzijní produkt. To znamená to, co by měla udělat Česká republika a měla by mít penzijní fondy, tak jak to mají velké ekonomiky, například Spojené státy americké, tak my budeme ty peníze dávat Evropské unii a oni budou investovat a úroky budou vracet českým seniorům. ***
Neprošlo jazykovou korekturou, neautorizováno !
Nabídka rozšířené funkce produktu tak, aby měli účastníci prospěch z jednoduchého, bezpečného a nákladově efektivního osobního penzijního produktu a zároveň si mohli vybrat z různých typů poskytovatelů panevropského osobního penzijního produktu a podpora přeshraničního poskytování a přenositelnosti panevropského osobního penzijního produktu.
Vzhledem ke skutečnosti, že současná právní úprava není plně v souladu se všemi požadavky, které jsou vymezeny nařízením, je nezbytné, aby byl český právní řád odpovídajícím způsobem adaptován na jednotlivá ustanovení nařízení. Takže zase v dalším odstavci hned první věta, kterou si dovolím zopakovat, já si myslím, že ty věty bychom tady měli číst každý den ráno, než začne Sněmovna, protože je to důležité, aby si to všichni uvědomili: Vzhledem ke skutečnosti, že současná právní úprava není plně v souladu se všemi požadavky - požadavky, které jsou vymezeny nařízením, je nezbytné, aby byl český právní řád odpovídajícím způsobem adaptován na jednotlivá ustanovení nařízení. Takže nikým nevolená Evropská komise - nevolená Evropská komise, jmenovaná Evropská komise nám napíše nařízení a směrnice - nařízení, která jsou nezbytná, aby byla adaptována do českého právního řádu odpovídajícím způsobem.
Nařízení zároveň obsahuje několik diskrecí - členské státy například určují některé podmínky související s akumulační fází vnitrostátních podúčtů. Tyto podmínky mohou zahrnovat zejména stanovení věkové hranice pro zahájení akumulační fáze, minimální dobu trvání akumulační fáze, maximální a minimální výši příspěvků a jejich kontinuitu. Takže nic de facto. S tím pak souvisí i možné daňové incentivy. Adaptace nařízení se předpokládá přijetím zákona o panevropském osobním penzijním produktu a o změně souvisejících zákonů.
Mezi dotčené subjekty, na které budou mít zvažované varianty dopad, se řadí především finanční instituce oprávněné při splnění podmínek nařízení poskytovat panevropský penzijní produkt. V případě České republiky se jedná o:
a) úvěrové instituce povolené v souladu se směrnicí Evropského parlamentu;
b) pojišťovny povolené v souladu se směrnicí Evropského parlamentu;
c) investiční podniky povolené v souladu se směrnicí;
d) investiční společnosti nebo správcovské společnosti podle směrnice.
To znamená, vyjmenoval jsem tady, kdo všechno bude moci poskytovat tento panevropský penzijní produkt s tím, že samozřejmě musí vyhovovat směrnici danou Evropskou unií a musí být povoleny ty subjekty, takže když to bude nějaký subjekt, který nebude mít dobré vztahy, dobré vazby, bude jenom český, tak se také může stát, že nebude povolen Evropskou unií a nebude moct tyto produkty poskytovat.
A dále jsou to finanční instituce oprávněné distribuovat tento panevropský osobní penzijní produkt. A dále Česká národní banka - nové kompetence orgánu dohledu nad finančním trhem.
Cílem tohoto návrhu zákona je dosažení souladu právních předpisů České republiky a Evropské unie na základě odpovídající adaptace nařízení. To je fakt neskutečné! Já bych řekl, že cílem návrhu tohoto zákona by mělo být zajistit české seniory na důchod, na penzi, na to, kdy prostě 50 let pracovali, a potom by měli mít zajištěnu penzi nebo důchod a k tomu by měl ten panevropský penzijní produkt sloužit, ale tady je napsáno, že cílem navrhované právní úpravy je dosažení souladu právních předpisů České republiky a Evropské unie na základě odpovídající adaptace nařízení.
Navrhovaná právní úprava si klade za cíl implementovat evropské předpisy do českého právního řádu tak, aby byl v souladu s evropskou regulací. Takže ani slovo o tom, že tato novela je tady proto, aby čeští penzisté se měli lépe, aby si uspořili něco, aby měli další možnosti, jak si zlepšit důchod po 50 letech práce. Nic takového tady není. Nic takového tady není! Znovu opakuji: Navrhovaná právní úprav si klade za cíl implementovat evropské předpisy do českého právního řádu tak, aby byl v souladu s evropskou regulací. V případě nečinnosti hrozí riziko zahájení řízení o porušení práva Evropské unie ze strany Evropské komise, neboť jde o implementaci evropských právních předpisů. Prosím vás, to si myslím, že je věta, kterou i pro novináře musím znovu přečíst: V případě nečinnosti hrozí riziko zahájení řízení o porušení práva Evropské unie ze strany Evropské komise, neboť jde o implementaci evropských právních předpisů. Prostě ani slovo o tom, jestli to pomůže nějakému penzistovi v České republice, jestli to bude pro nás lepší, ale prostě na druhé straně je tady hned vyhrožování o tom, že pokud to nezavedeme, tak dostaneme pokuty a budeme platit jak mourovatí.
A mohl bych to zkoumat ještě dál, ale mně osobně to úplně stačí k tomu, abych věděl, jak se zachovám při hlasování o tomto návrhu zákona. A já jsem tady dal slib poslance a sliboval jsem České republice a českým občanům, takže pro mě je to úplně jasné. O českých občanech a o České republice a o tom, jak se mám chovat jako poslanec, že mám podle svého nejlepšího svědomí a vědomí hlasovat pro dobro České republiky a českých občanů, tady není ani slovo. Tady je napsáno, že mám hlasovat, abych implementoval, a pokud nebudu hlasovat, tak že dostaneme pokutu. Takže to mě rozhodně k ničemu podstatnému nezavazuje.
Takže to bylo ode mě zatím všechno. Já vám děkuji za pozornost a určitě se k tomu návrhu zákona ještě dnes vrátím. Děkuji.
",2094,,
2021_6_00866,866,2021,2022-01-26,6,http://www.psp.cz/eknih/2021ps/stenprot/006schuz/s006224.htm,,Anna Hubáčková,,person,anna-hubackova,Ministryně životního prostředí ČR,61. Návrh na volbu místopředsedy Poslanecké sněmovny,"Děkuji. Návrh zákona vláda schválila 25. října 2021 usnesením číslo 918. Návrh zákona byl připraven z důvodu zajištění transpozice Směrnice Evropského parlamentu a Rady 2001/18/ES o záměrném uvolňování geneticky modifikovaných organismů do životního prostředí, která byla provedena v rámci rozsáhlejší novelizace vybraných předpisů EU v oblasti potravinového práva v červnu 2019 nařízením Evropského parlamentu a Rady EU 2019/1381 o transparentnosti a udržitelnosti hodnocení rizika ze strany EU v potravinovém řetězci.
Prováděná implementace aktualizované směrnice již měla být uskutečněna v termínu 27. března 2001, kdy uvedené novelizační nařízení vstoupilo v účinnost.
Cílem uvedeného novelizačního nařízení je zvyšování transparentnosti hodnocení rizika, které se provádí v rámci zajišťování bezpečnosti potravin a krmiv. Za tímto účelem se zavádějí takzvané standardní datové formáty, které mají přispět k efektivnímu zpracování žádostí, posuzovaných Evropským úřadem pro bezpečnost potravin. Forma standardních datových formátů byla v této souvislosti zavedena také do směrnice o záměrném uvolňování geneticky modifikovaných organismů do životního prostředí, aby příslušné dokumenty, zpracovávané pro účely posuzování geneticky modifikovaných organismů, používaných jako potraviny a krmiva, případně jako suroviny či přípravky pro jejich výrobu, byly předkládány ve sjednocené podobě.
Další oblastí, která byla ve směrnici o záměrném uvolňování geneticky modifikovaných organismů do životního prostředí změněna, je právní úprava ochrany informací, které je subjekt nakládající s GMO povinen v rámci příslušných povolovacích procesů předkládat a jejichž zveřejnění by jej mohlo poškodit v rámci konkurenčních vztahů.
Novelou zákona se reaguje na uvedené změny směrnice o záměrném uvolňování geneticky modifikovaných organismů do životního prostředí takto: Doplňuje se možnost podání příslušných žádostí ve formě standardních datových formátů a terminologicky i materiálně se upravují ustanovení vztahující se k ochraně vybraných údajů obsažených v příslušných žádostech o povolení k nakládání s geneticky modifikovanými organismy, a to z hlediska jejich vymezení souvisejících procedurálních otázek i vlastního ochranného režimu.
Od provedení meziresortního připomínkového řízení bylo na základě povolení ministryně spravedlnosti a předsedkyně Legislativní rady vlády upuštěno, jelikož tento předkládaný materiál je totožný s materiálem, který byl vládou schválen už v roce 2020, vyjma jedné legislativně technické úpravy v samotném návrhu a několika málo oprav ve zbytku materiálu.
Návrh je předkládán znovu z toho důvodu, že již nestihl být projednán v Poslanecké sněmovně v jejím 8. volebním období, kde byl předložen jako sněmovní tisk 1021.
Uváděný návrh novely v totožném znění prošel řádným meziresortním připomínkovým řízením v roce 2020. Dovolte mi, abych stručně shrnula průběh. K materiálu byla uplatněna jediná zásadní připomínka, a to ze strany Ministerstva vnitra. Tato připomínka se netýkala vlastního normativního textu, ale důvodové zprávy, a byla akceptována. Návrh zákona pak byl dílčím způsobem upraven také na základě doporučujících připomínek, které měly převážně formální charakter. Vládě byl tento návrh předložen bez rozporu.
Návrh zákona byl následně projednán pracovní komisí Legislativní rady vlády pro správní právo. Komise vznesla několik doporučujících připomínek, které směřovaly k upřesnění vybraných ustanovení. Tyto připomínky byly promítnuty do návrhu úprav, obsažených ve stanovisku, které k návrhu zákona bylo zpracováno z úrovně předsedkyně Legislativní rady vlády. Ministerstvo životního prostředí se s těmito úpravami ztotožnilo.
Jedná se, ještě jednou zdůrazňuji, o čistou transpozici evropského práva a dovoluji si vás tímto požádat o projednání návrhu zákona v prvním čtení a jeho přikázání výboru pro životní prostředí jako garančnímu výboru. Děkuji za pozornost.
",527,,
2021_6_00871,871,2021,2022-01-26,6,http://www.psp.cz/eknih/2021ps/stenprot/006schuz/s006225.htm,,Jana Mračková Vildumetzová,,person,jana-mrackova-vildumetzova,Místopředsedkyně PSP,61. Návrh na volbu místopředsedy Poslanecké sněmovny,"Děkuji. Je tady návrh na zkrácení doby na 30 dní. Já v tuto chvíli, pokud se nikdo další do obecné rozpravy nehlásí, obecnou rozpravu končím. Zazněl tedy tady návrh na zkrácení doby na 30 dní. Nezazněl tady žádný návrh na vrácení nebo na zamítnutí, takže v tuto chvíli se bude Poslanecká sněmovna zabývat návrhem na přikázání výborům k projednání.
Nejdříve musíme rozhodnout o přikázání garančnímu výboru. Paní předsedkyně Poslanecké sněmovny svým rozhodnutím navrhla přikázat předložený návrh k projednání výboru pro životní prostředí jako výboru garančnímu. Já se v tuto chvíli ptám. Navrhuje někdo přikázání jinému výboru jako garančnímu? Pokud tomu tak není, budeme o tomto návrhu hlasovat. Registruji odhlášení všech. Takže všechny vás odhlásím, zagonguji několikrát. (Gong.) Poprosím vás všechny, abyste se přihlásili svými identifikačními kartami. Počkám, až se počet poslanců ustálí. Ještě jednou naposled zagonguji.
Nyní bych si dovolila, že bychom přistoupili k hlasování. Hlásí se pak poslanec Babka. Pane poslanče, máte slovo.
",154,,
2021_6_00874,874,2021,2022-01-26,6,http://www.psp.cz/eknih/2021ps/stenprot/006schuz/s006225.htm,,Marian Jurečka,,person,,", ministr práce a sociálních věcí ČR",61. Návrh na volbu místopředsedy Poslanecké sněmovny,"Místopředseda vlády, ministr práce a sociálních věcí ČR Marian Jurečka: Děkuji, vážená paní předsedající. Milé kolegyně, kolegové, já si dovoluji tedy dát návrh, aby to bylo procesně a procedurálně správně, na zkrácení lhůty k projednání tohoto tisku ve výborech na 30 dnů. Děkuji.
",43,,
2021_6_00881,881,2021,2022-01-26,6,http://www.psp.cz/eknih/2021ps/stenprot/006schuz/s006226.htm,,Jan Skopeček,,person,jan-skopecek,Místopředseda PSP,61. Návrh na volbu místopředsedy Poslanecké sněmovny,"Děkuji, paní ministryně, za vaše úvodní slovo. Prosím, aby se slova ujala zpravodajka pro prvé čtení tohoto návrhu, paní poslankyně Berenika Peštová. Paní poslankyně, máte slovo. A ještě předtím poprosím všechny, kdo se chtějí věnovat něčemu jinému než zákonu, který je dnes představován, aby prosím odešli do foyer nebo aby se ztišili. Děkuji pěkně. Paní poslankyně, máte slovo.
",58,,
2021_6_00895,895,2021,2022-01-26,6,http://www.psp.cz/eknih/2021ps/stenprot/006schuz/s006231.htm,,Jan Skopeček,,person,jan-skopecek,Místopředseda PSP,61. Návrh na volbu místopředsedy Poslanecké sněmovny,"Děkuji. To byla faktická poznámka paní poslankyně Peštové. K další faktické poznámce se přihlásil pan poslanec Kubíček. Pane poslanče, máte slovo.
",21,
2021_6_00906,906,2021,2022-01-26,6,http://www.psp.cz/eknih/2021ps/stenprot/006schuz/s006231.htm,,Berenika Peštová,,person,,Poslankyně,61. Návrh na volbu místopředsedy Poslanecké sněmovny,"Já bych chtěla zareagovat na pana poslance Jákoba (Jakoba), prostřednictvím pana předsedajícího... (Předsedající: Jakoba.) Jakoba. Jakoba? Jakoba. Já se omlouvám. Vy jste tady řekl hezky, že to je vládní návrh ANO. ***
Neprošlo jazykovou korekturou, neautorizováno !
Víte, on to není vládní návrh nebo respektive, když si to rozklíčujete, tak ten návrh je transpozice směrnice Evropské unie. A to, že ANO to předložilo, ano, to máte pravdu, teď to předkládáte vy, ale já jsem - jestli jste mě bedlivě poslouchal - tak já jsem říkala, že jsem s tím vnitřně měla problém. A dokonce to i vygradovalo tak, že byli dva zaměstnanci, kteří radši odešli z ministerstva, než aby transponovali něco, s čím vnitřně nesouhlasí. Rozumíte, teď jsme to tady otevřeli, dostalo se to sem podruhé a já vám říkám, s čím jsem vnitřně bojovala. Ano, byla jsem státní úředník a musela jsem to udělat. Protože je to transpozice směrnice Evropské unie. Ale já s tím mám vnitřně problém. Proč edukativně nevysvětlit lidem: Do té kanalizace to nepatří! A místo toho to zakážeme! Co to je za řešení, tohleto. Tak jako já si myslím, že v základní škole se učíte, že si musíte pokaždé, když jdete na záchod, umýt ruce. Tak se taky naučíme my všichni, že do té kanalizace patří to, co tam patří, a to, co tam nepatří, jako jsou vlhčené ubrousky, uchošťoury... Já jsem ta starší generace. Byla jsem ráda, že přišel 89. rok a byla jsem ráda, že přišly novinky! A už nemusím na ty sirky dávat tu vatu a čistit si to ucho! No a mně to teď zakážou! Mně to zakážou! Takže ten uchošťour - zase se vrátím zpátky k té sirce a zas budu tu vatu dávat na sirku. Je to logické? To přece není logické! Děkuji.
",294,,
2021_6_00914,914,2021,2022-01-26,6,http://www.psp.cz/eknih/2021ps/stenprot/006schuz/s006232.htm,,Šimon Heller,,person,simon-heller,Poslanec,61. Návrh na volbu místopředsedy Poslanecké sněmovny,"Děkuji. Pane předsedající, vaším prostřednictvím, páni poslanci, já tomu nerozumím, z hnutí ANO. Jeden tady vystupuje a říká, že by chtěl opakovaně použitelné vložky, druhý poslanec hnutí ANO tady potom vystoupí, že se mu to celé nelíbí, a pak tady vystoupí třetí a říká, že hnutí ANO má jasno. No zjevně jasno nemá, tak si udělejte jasno, co chcete, protože to, co tady znělo v projevu pana kolegy poslance Babky, jestli jste poslouchali, tak to je vhodný adept možná na 168 hodin. A to, co tady zaznívalo v těch jednotlivých věcech, tak zjevně jasno nemáte. Tak až si uděláte jasno, tak potom třeba ve druhém čtení ta diskuse bude probíhat lepším způsobem.
",112,,
2021_6_00918,918,2021,2022-01-26,6,http://www.psp.cz/eknih/2021ps/stenprot/006schuz/s006232.htm,,Zuzana Ožanová,,person,zuzana-ozanova,Poslankyně,61. Návrh na volbu místopředsedy Poslanecké sněmovny,"Vážený pane předsedající, vážené dámy, vážení pánové, já mám jednu otázku: Opravdu je tady zákaz vyslovovat vlastní názory? Aspoň podle vystoupení kolegů po mé pravici tomu tak je. (Potlesk některých poslanců ANO.)
",32,,
2021_6_00924,924,2021,2022-01-26,6,http://www.psp.cz/eknih/2021ps/stenprot/006schuz/s006233.htm,,Alena Schillerová,,person,alena-schillerova,Poslankyně,61. Návrh na volbu místopředsedy Poslanecké sněmovny,"Děkuji paní ministryni, nicméně jsem nedostala odpověď na svou otázku. Já vás v žádném případě neviním z toho, že to nebylo projednáno v minulém volebním období. To nebyl váš problém. Nicméně naše vláda všechny ty tisky, které se nestihly projednat, právě z toho důvodu, že hrozil infringement, že už jsme byli vlastně za implementační lhůtou, mluvilo se tady o tom, poslala rychle do této nové Sněmovny znovu, aby se rychle projednávaly. A vaše vláda nelogicky - já jsem na to několikrát upozorňovala i na grémiu, říkala jsem pozor, to jsou věci, kde hrozí infringement - je stáhla zpět, aby je sem poslala znovu. Ztratil se drahocenný čas. Na to byl můj dotaz.
Děkuji.
",113,,
2021_6_00949,949,2021,2022-01-26,6,http://www.psp.cz/eknih/2021ps/stenprot/006schuz/s006236.htm,,Jan Skopeček,,person,jan-skopecek,Místopředseda PSP,61. Návrh na volbu místopředsedy Poslanecké sněmovny,"Děkuju paní poslankyni. Další je do obecné rozpravy přihlášená paní poslankyně Dostálová. Paní poslankyně, máte slovo. Zatím jste poslední přihlášená do obecné rozpravy.
",23,
